"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","font-medium","truncate 2","mr-0 src","truncate 3"
"https://shopee.vn/Th%C3%B9ng-48-h%E1%BB%99p-S%E1%BB%AFa-pha-s%E1%BA%B5n-Vinamilk-Optimum-Gold-110ml-i.975865932.22036905355?extraParams=%7B%22display_model_id%22%3A108044558827%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m3ylq7fdehf957_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Thùng 48 hộp Sữa pha sẵn Vinamilk Optimum Gold 110ml","492.480","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3",""
"https://shopee.vn/Combo-2-Granola-Ng%C5%A9-C%E1%BB%91c-%C4%82n-S%C3%A1ng-C%C3%A1c-Lo%E1%BA%A1i-H%E1%BA%A1t-V%C3%A0-Tr%C3%A1i-C%C3%A2y-t%E1%BB%AB-N%C3%B4ng-S%E1%BA%A3n-Gi%E1%BB%8Dt-N%E1%BA%AFng-i.307491301.14878542309?extraParams=%7B%22display_model_id%22%3A177126268187%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9tngb9f778ud2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-27%","Combo 2 Granola Ngũ Cốc Ăn Sáng Các Loại Hạt Và Trái Cây từ Nông Sản Giọt Nắng","278.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/D%E1%BA%A7u-%C4%90%E1%BA%ADu-Ph%E1%BB%99ng-(D%E1%BA%A7u-L%E1%BA%A1c)-Thu%E1%BA%A7n-Ch%E1%BB%A7ng-500ml-%C4%90%E1%BA%ADu-Ph%E1%BB%99ng-Ta-Th%C6%A1m-v%C3%A0-Gi%C3%A0u-Dinh-D%C6%B0%E1%BB%A1ng-i.575993198.19534241522?extraParams=%7B%22display_model_id%22%3A246202605219%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/5f049cbf5dbbbc4bbfaa1b7dbb6fb1d7_tn.webp","","-21%","Dầu Đậu Phộng (Dầu Lạc) Thuần Chủng 500ml - Đậu Phộng Ta Thơm và Giàu Dinh Dưỡng","63.100","Đã bán 120","",""
"https://shopee.vn/Th%C3%B9ng-12-lon-tr%C3%A0-l%C3%AAn-men-Star-Kombucha-mix-v%E1%BB%8B-T%E1%BA%BFt-(250ml-lon)-Tr%C3%A0-l%C3%AAn-men-vi-sinh-h%E1%BB%97-tr%E1%BB%A3-ti%C3%AAu-h%C3%B3a-b%E1%BA%A3o-v%E1%BB%87-s%E1%BB%A9c-kh%E1%BB%8Fe-i.218106617.7553084923?extraParams=%7B%22display_model_id%22%3A261136669951%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-miwq81dkxssi7a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-25%","Thùng 12 lon trà lên men Star Kombucha mix vị Tết (250ml/lon) - Trà lên men vi sinh hỗ trợ tiêu hóa, bảo vệ sức khỏe","359.000","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d","Rẻ Vô Địch"
"https://shopee.vn/COMBO-10-Ch%C3%A2n-G%C3%A0-TAP-FOOD-T%C6%B0%C6%A1ng-Th%C6%A1m-T%E1%BA%B7ng-2-Mu%E1%BB%91i-Ch%E1%BA%A5m-Ch%C3%A2n-G%C3%A0-%C4%82n-Li%E1%BB%81n-H%C6%B0%C6%A1ng-V%E1%BB%8B-T%E1%BB%A9-Xuy%C3%AAn-%C4%90%E1%BB%93-%C4%82n-V%E1%BA%B7t-Ch%C3%ADnh-H%C3%A3ng-i.165860845.23146992577?extraParams=%7B%22display_model_id%22%3A290473586893%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mf964va91fym1b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-35%","COMBO 10 Chân Gà TAP FOOD/Tương Thơm Tặng 2 Muối Chấm - Chân Gà Ăn Liền Hương Vị Tứ Xuyên - Đồ Ăn Vặt Chính Hãng","65.000","Đã bán 90k+","",""
"https://shopee.vn/-B%C3%83O-SALE-%C4%90%E1%BB%A7-v%E1%BB%8B-Combo-10-Chi%E1%BA%BFc-B%C3%A1nh-s%E1%BB%AFa-chua-Horsh-%C3%94ng-gi%C3%A0-%C4%90%C3%A0i-Loan-Date-m%E1%BB%9Bi-nh%E1%BA%A5t-(L%E1%BA%BB-1-c%C3%A1i)-i.305106905.12714373684?extraParams=%7B%22display_model_id%22%3A27611271292%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/3140e417c36121bd516822f7d368c967_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","[BÃO SALE] [Đủ vị] Combo 10 Chiếc Bánh sữa chua Horsh Ông già Đài Loan Date mới nhất (Lẻ 1 cái)","39.000","Đã bán 80k+","",""
"https://shopee.vn/Cookies-H%E1%BA%A1nh-Nh%C3%A2n-Nguy%C3%AAn-C%C3%A1m-4-V%E1%BB%8B-Dark-Choco-Mango-Matcha-Cranberry-Cheese-Cashew-Cafe-Cookie-%C4%82n-V%E1%BA%B7t-Chu%E1%BA%A9n-Health-i.168591214.23074771589?extraParams=%7B%22display_model_id%22%3A221842742804%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mejfrlgryqyva9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-19%","Cookies Hạnh Nhân Nguyên Cám 4 Vị - Dark Choco, Mango Matcha, Cranberry Cheese, Cashew Cafe - Cookie Ăn Vặt Chuẩn Health","129.000","Đã bán 70k+","",""
"https://shopee.vn/T%C3%A1o-%C4%91%E1%BB%8F-t%C3%A2n-c%C6%B0%C6%A1ng-s%E1%BA%A5y-kh%C3%B4-qu%E1%BA%A3-to-%C4%91%E1%BB%8F-%C4%91%E1%BB%81u-v%C3%A0-%C4%91%E1%BA%B9p-lo%E1%BA%A1i-1-ng%E1%BB%8Dt-ch%E1%BA%AFc-th%E1%BB%8Bt-s%E1%BA%A3n-ph%E1%BA%A9m-h%E1%BB%AFu-c%C6%A1-gi%C3%BAp-b%E1%BB%93i-b%E1%BB%95-s%E1%BB%A9c-kho%E1%BA%BB-i.493105443.24919679744?extraParams=%7B%22display_model_id%22%3A195002972485%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9so5lvln1vo55_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-48%","Táo đỏ tân cương sấy khô  quả to đỏ đều và đẹp loại 1 ngọt chắc thịt sản phẩm hữu cơ giúp bồi bổ sức khoẻ","21.000","Đã bán 282","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/S%E1%BB%AFa-b%E1%BB%99t-Ensure-Gold-Abbott-h%C6%B0%C6%A1ng-vani-800g-i.639673459.15546399872?extraParams=%7B%22display_model_id%22%3A123992292183%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjzft6fx2vb56b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-26%","Sữa bột Ensure Gold Abbott hương vani 800g","1.035.000","Đã bán 300k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3",""
"https://shopee.vn/K%E1%BA%B9o-T%C3%A1o-%C4%90%E1%BB%8F-S%E1%BB%AFa-L%E1%BA%A1c-%C4%90%C3%A0-Nh%C3%A2n-H%E1%BA%A1t-%C4%90i%E1%BB%81u-300Gr-H%E1%BB%99p-Lo%E1%BA%A1i-1-Kh%C3%B4ng-H%E1%BA%A1t-T%C3%A1o-T%C3%A2n-C%C6%B0%C6%A1ng-Size-%C4%90%E1%BA%A1i-H%E1%BA%A1nh-Nh%C3%A2n-i.1342447275.24639773373?extraParams=%7B%22display_model_id%22%3A290517506555%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m4a93ajk422864_tn.webp","","-44%","Kẹo Táo Đỏ Sữa Lạc Đà Nhân Hạt Điều 300Gr/Hộp Loại 1 Không Hạt Táo Tân Cương Size Đại Hạnh Nhân","55.000","Đã bán 80k+","",""
"https://shopee.vn/10-H%E1%BB%A7-N%C6%B0%E1%BB%9Bc-Y%E1%BA%BFn-S%C3%A0o-Ch%C6%B0ng-S%E1%BA%B5n-14-v%E1%BB%8B-Y%E1%BA%BFn-Nguy%C3%AAn-Anh-350mg-y%E1%BA%BFn-t%C6%B0%C6%A1i-th%E1%BA%ADt-70ml-ghi-ch%C3%BA-ch%E1%BB%8Dn-v%E1%BB%8B-H%E1%BB%A7-%C3%ADt-ng%E1%BB%8Dt-i.296206043.23571503974?extraParams=%7B%22display_model_id%22%3A252512014849%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-81zuk-miwdyxujh8g5b3_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","10 Hủ Nước Yến Sào Chưng Sẵn 14 vị, Yến Nguyên Anh, 350mg yến tươi thật, 70ml, ghi chú chọn vị, Hủ ít ngọt","205.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d",""
"https://shopee.vn/Granola-Si%C3%AAu-H%E1%BA%A1t-0-Y%E1%BA%BFn-M%E1%BA%A1ch-Ng%C5%A9-C%E1%BB%91c-Si%C3%AAu-H%E1%BA%A1t-%C4%82n-Ki%C3%AAng-Gi%E1%BA%A3m-C%C3%A2n-Kh%C3%B4ng-%C4%90%C6%B0%E1%BB%9Dng-Mix-10-Lo%E1%BA%A1i-H%E1%BA%A1t-i.731967791.20086287279?extraParams=%7B%22display_model_id%22%3A195071307392%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m934xdgetcp331_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-16%","Granola Siêu Hạt 0% Yến Mạch, Ngũ Cốc Siêu Hạt Ăn Kiêng Giảm Cân Không Đường Mix 10 Loại Hạt","105.000","Đã bán 10k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/B%E1%BB%99t-S%E1%BA%AFn-D%C3%A2y-Nguy%C3%AAn-Ch%E1%BA%A5t-Th%C6%A1m-Ngon-Tr%E1%BA%AFng-S%E1%BA%A1ch-H%C3%A0ng-Bao-Chu%E1%BA%A9n-Thanh-Nhi%E1%BB%87t-Annut-i.731967791.29501489856?extraParams=%7B%22display_model_id%22%3A109177686745%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lw53venu9ivvaf_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-4%","Bột Sắn Dây Nguyên Chất Thơm Ngon Trắng Sạch, Hàng Bao Chuẩn Thanh Nhiệt Annut","85.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/Granola-Premium-%C4%90%E1%BA%B7c-Bi%E1%BB%87t-Ng%C5%A9-C%E1%BB%91c-%C4%82n-S%C3%A1ng-t%E1%BB%AB-N%C3%B4ng-S%E1%BA%A3n-Gi%E1%BB%8Dt-N%E1%BA%AFng-i.307491301.15178543663?extraParams=%7B%22display_model_id%22%3A106939483311%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9tngb8kvrx646_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-7%","Granola Premium Đặc Biệt Ngũ Cốc Ăn Sáng từ Nông Sản Giọt Nắng","149.000","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/Set-Nguy%C3%AAn-Li%E1%BB%87u-Tr%C3%A0-S%E1%BB%AFa-Tr%C3%A2n-Ch%C3%A2u-NHALAM-FOOD-12-15-Ly-Tr%C3%A0-Th%C3%A1i-Xanh-%C4%90%E1%BB%8F-PLong-i.505341515.10378259048?extraParams=%7B%22display_model_id%22%3A184123683163%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-mafaki7vz10841_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4gryuhsef63","-14%","Set Nguyên Liệu Trà Sữa Trân Châu NHALAM FOOD 12-15 Ly Trà Thái Xanh, Đỏ, PLong","38.500","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d",""
"https://shopee.vn/Combo-10-20-G%C3%B3i-Ch%C3%A2n-G%C3%A0-Heyo-i.81163553.4491418100?extraParams=%7B%22display_model_id%22%3A260966323463%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgxt3n8jrrplc1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Combo 10 - 20 Gói Chân Gà Heyo","39.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/COMBO-10-g%C3%B3i-H%C6%B0%E1%BB%9Bng-d%C6%B0%C6%A1ng-NGUY%C3%8AN-V%E1%BB%8A-V%E1%BB%8A-D%E1%BB%AAA-50g-i.692397855.17797449219?extraParams=%7B%22display_model_id%22%3A270590775387%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lkxpxromdux70e_tn.webp","","","COMBO 10 gói Hướng dương NGUYÊN VỊ, VỊ DỪA 50g","48.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/Gia-V%E1%BB%8B-L%E1%BA%A9u-Haidilao-V%E1%BB%8B-T%C3%AA-Cay-C%E1%BB%91t-L%E1%BA%A9u-T%E1%BB%A9-Xuy%C3%AAn-c%C3%B3-S%E1%BA%B5n-Nhi%E1%BB%81u-v%E1%BB%8B-Date-M%E1%BB%9Bi-Giao-Ngay-Trong-2H-i.29908708.7936412598?extraParams=%7B%22display_model_id%22%3A18999417624%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m4ejx1hhwh2o6f_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-44%","Gia Vị Lẩu Haidilao Vị Tê Cay - Cốt Lẩu Tứ Xuyên có Sẵn Nhiều vị Date Mới - Giao Ngay Trong 2H","27.000","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/Th%C3%B9ng-24-chai-Ensure-GOLD-237ml-chai-phi%C3%AAn-b%E1%BA%A3n-m%E1%BB%9Bi-i.639673459.15746400531?extraParams=%7B%22display_model_id%22%3A152180403120%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjzfzyrzywhwd6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-13%","Thùng 24 chai Ensure GOLD 237ml chai phiên bản mới","1.808.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3",""
"https://shopee.vn/S%E1%BB%AFa-Ong-Ch%C3%BAa-T%C6%B0%C6%A1i-Nguy%C3%AAn-Ch%E1%BA%A5t-%C4%91%E1%BA%A1t-VSATTP-s%E1%BA%A3n-ph%E1%BA%A9m-%C4%91%C6%B0%E1%BB%A3c-l%E1%BA%A5y-trong-th%C3%A1ng-%C4%91%E1%BB%83-%C4%91%E1%BA%A3m-b%E1%BA%A3o-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-nh%E1%BA%A5t-S%E1%BB%88-SLL-SOC01-i.79220647.17554153654?extraParams=%7B%22display_model_id%22%3A128063420470%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/5e088970bb639c6bb338ec4796e9f956_tn.webp","","-34%","Sữa Ong Chúa Tươi Nguyên Chất, đạt VSATTP, sản phẩm được lấy trong tháng để đảm bảo chất lượng cao nhất, SỈ SLL, SOC01","118.699","Đã bán 2k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6","Rẻ Vô Địch"
"https://shopee.vn/Granola-Si%C3%AAu-H%E1%BA%A1t-%C4%82n-Ki%C3%AAng-Nofa-Ng%C5%A9-C%E1%BB%91c-Si%C3%AAu-H%E1%BA%A1t-Gi%E1%BA%A3m-C%C3%A2n-Dinh-D%C6%B0%E1%BB%A1ng-Kh%C3%B4ng-%C4%90%C6%B0%E1%BB%9Dng-%C3%93c-Ch%C3%B3-%C4%90%E1%BB%8F-500gr-i.334202996.6361803211?extraParams=%7B%22display_model_id%22%3A74723013532%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lphftw1x7j9156_tn.webp","","-29%","Granola Siêu Hạt Ăn Kiêng Nofa, Ngũ Cốc Siêu Hạt Giảm Cân Dinh Dưỡng Không Đường, Óc Chó Đỏ 500gr","99.000","Đã bán 100k+","",""
"https://shopee.vn/H%E1%BA%A1t-%C4%90i%E1%BB%81u-Rang-Mu%E1%BB%91i-SIZE-L%E1%BB%9AN-Nguy%C3%AAn-L%E1%BB%A5a-Ch%E1%BA%A5t-L%C6%B0%E1%BB%A3ng-Th%C6%A1m-Ngon-Gi%C3%B2n-B%C3%B9i-t%E1%BB%AB-N%C3%B4ng-S%E1%BA%A3n-Gi%E1%BB%8Dt-N%E1%BA%AFng-i.307491301.15213834023?extraParams=%7B%22display_model_id%22%3A205585261769%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjsda8t5lgjr44_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-3%","Hạt Điều Rang Muối SIZE LỚN Nguyên Lụa Chất Lượng Thơm Ngon Giòn Bùi từ Nông Sản Giọt Nắng","170.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a","Rẻ Vô Địch"
"https://shopee.vn/Haidilao-G%C3%B3i-C%E1%BB%91t-Gia-V%E1%BB%8B-L%E1%BA%A9u-Hot-Pot-Th%C6%B0%E1%BB%A3ng-H%E1%BA%A1ng-%C4%90%E1%BB%A7-V%E1%BB%8B-i.48794629.7324935348?extraParams=%7B%22display_model_id%22%3A196274901464%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/2baa6541d9aaaba9e3ddd635976157df_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-24%","Haidilao Gói Cốt Gia Vị Lẩu Hot Pot Thượng Hạng Đủ Vị","38.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a",""
"https://shopee.vn/B%C3%A1nh-%C4%83n-ki%C3%AAng-g%E1%BA%A1o-l%E1%BB%A9t-GUfoods-Kh%C3%B4ng-%C4%91%C6%B0%E1%BB%9Dng-Th%E1%BB%B1c-d%C6%B0%E1%BB%A1ng-T%E1%BA%ADp-gym-(170g-300g-40g)-B%C3%A1nh-T%E1%BA%BFt-i.31267939.10108476341?extraParams=%7B%22display_model_id%22%3A167896128383%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjp46qt90w79e5_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Bánh ăn kiêng gạo lứt GUfoods - Không đường, Thực dưỡng, Tập gym (170g/300g/40g) - Bánh Tết","31.900","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","Rẻ Vô Địch"
"https://shopee.vn/Granola-Si%C3%AAu-H%E1%BA%A1t-ANNUT-Cho-Ng%C6%B0%E1%BB%9Di-%C4%82n-Ki%C3%AAng-Gi%E1%BA%A3m-C%C3%A2n-500g-%C4%90%E1%BB%93-%C4%82n-V%E1%BA%B7t-Healthy-Th%C3%AAm-Ng%C5%A9-C%E1%BB%91c-Hoa-Qu%E1%BA%A3-S%E1%BA%A5y-%C4%82n-S%C3%A1ng-Dinh-i.1145967262.26354757712?extraParams=%7B%22display_model_id%22%3A187638143812%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lx5hc29nhryx32_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-16%","Granola Siêu Hạt ANNUT Cho Người Ăn Kiêng Giảm Cân 500g, Đồ Ăn Vặt Healthy, Thêm Ngũ Cốc, Hoa Quả Sấy, Ăn Sáng Dinh","105.000","Đã bán 141","",""
"https://shopee.vn/Tr%C3%A0-Chanh-D%C3%A2y-Kim-Qu%E1%BA%A5t-N%C6%B0%E1%BB%9Bc-U%E1%BB%91ng-S%C3%A1ng-Da-Tri%E1%BB%87u-L%E1%BB%99-T%C6%B0-Thanh-L%E1%BB%8Dc-Gi%E1%BA%A3i-Nhi%E1%BB%87t-Th%E1%BA%A3o-M%E1%BB%99c-Gama-i.975620280.22456882391?extraParams=%7B%22display_model_id%22%3A207080761333%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lmi9wwgxjobj61_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-25%","Trà Chanh Dây Kim Quất, Nước Uống Sáng Da Triệu Lộ Tư, Thanh Lọc, Giải Nhiệt Thảo Mộc Gama","30.000","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/Tinh-B%E1%BB%99t-Ngh%E1%BB%87-Nguy%C3%AAn-Ch%E1%BA%A5t-Organic-LengKengFarm-T%E1%BB%AB-B%E1%BB%99t-Ngh%E1%BB%87-T%C6%B0%C6%A1i-i.79220647.15520490377?extraParams=%7B%22display_model_id%22%3A166616644184%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/3d6bc33ccdea0a84a096c635b027c89d_tn.webp","","-16%","Tinh Bột Nghệ Nguyên Chất Organic LengKengFarm Từ Bột Nghệ Tươi","67.000","Đã bán 40k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/S%E1%BB%AFa-Chua-tr%E1%BA%BB-em-HOFF-mix-4-v%E1%BB%8B-%C4%83n-d%E1%BA%B7m-dinh-d%C6%B0%E1%BB%A1ng-cho-b%C3%A9-4-L%E1%BB%91c-(16-h%E1%BB%99p-x-55g)-i.436399371.8652012874?extraParams=%7B%22display_model_id%22%3A118186081130%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgx8wt21inf35b_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-3%","Sữa Chua trẻ em HOFF mix 4 vị ăn dặm dinh dưỡng cho bé - 4 Lốc (16 hộp x 55g)","200.790","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d",""
"https://shopee.vn/Combo-2-Lon-S%E1%BB%AFa-b%E1%BB%99t-Ensure-Gold-Abbott-h%C6%B0%C6%A1ng-vani-800g-850g-i.639673459.23965737628?extraParams=%7B%22display_model_id%22%3A98693808471%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjzfy343chs277_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-26%","Combo 2 Lon Sữa bột Ensure Gold Abbott hương vani 800g/ 850g","2.093.000","Đã bán 60k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3","Rẻ Vô Địch"
"https://shopee.vn/Tinh-B%E1%BB%99t-Ngh%E1%BB%87-V%C3%A0ng-Nguy%C3%AAn-Ch%E1%BA%A5t-ANNUT-500-Nguy%C3%AAn-Li%E1%BB%87u-Organic-T%E1%BB%91t-Cho-D%E1%BA%A1-D%C3%A0y-H%E1%BB%97-Tr%E1%BB%A3-L%C3%A0m-%C4%90%E1%BA%B9p-B%E1%BB%99t-Ngh%E1%BB%87-Tinh-Ch%E1%BA%BF-Cao-C%E1%BA%A5p-i.731967934.24109224044?extraParams=%7B%22display_model_id%22%3A256220317663%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lsktyk2cafgk2a_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-23%","Tinh Bột Nghệ Vàng Nguyên Chất ANNUT 500 Nguyên Liệu Organic Tốt Cho Dạ Dày Hỗ Trợ Làm Đẹp, Bột Nghệ Tinh Chế Cao Cấp","115.000","Đã bán 108","",""
"https://shopee.vn/Hoa-%C4%90u-%C4%90%E1%BB%A7-%C4%90%E1%BB%B1c-S%E1%BA%A4Y-L%E1%BA%A0NH-Ng%C3%A2m-M%E1%BA%ADt-Ong-R%E1%BB%ABng-Campuchia-M%E1%BA%ADt-Ong-Nh%C3%A3n-Hoa-C%C3%A0-Ph%C3%AA-H%C5%A9-500gr-i.79220647.25419865635?extraParams=%7B%22display_model_id%22%3A148709074955%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lt2qq7uw2f1529_tn.webp","","-44%","Hoa Đu Đủ Đực SẤY LẠNH Ngâm Mật Ong Rừng Campuchia - Mật Ong Nhãn - Hoa Cà Phê  Hũ 500gr","178.200","Đã bán 27","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6",""
"https://shopee.vn/(Combo-10-c%C3%A1i)-B%C3%A1nh-c%E1%BB%91m-xu-x%C3%AA-ch%C3%ADnh-h%C3%A3ng-B%E1%BA%A3o-Minh-50g-i.115365716.4340904098?extraParams=%7B%22display_model_id%22%3A182723375028%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-23020-dfro1l4g3mnv29_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","","(Combo 10 cái) Bánh cốm, xu xê chính hãng Bảo Minh 50g","69.000","Đã bán 70k+","",""
