"contents href","inset-y-0 src","w-full src","absolute","line-clamp-2","truncate","font-medium","truncate 3","mr-0 src"
"https://shopee.vn/B%C4%83ng-%C4%91%C3%B4-h%C3%ACnh-s%E1%BB%ABng-h%C6%B0%C6%A1u-%C4%91%C6%A1n-gi%E1%BA%A3n-d%E1%BB%85-th%C6%B0%C6%A1ng-cho-n%E1%BB%AF-i.299276369.7453402382?extraParams=%7B%22display_model_id%22%3A51081015045%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/b4b81a8ace18e36b0389d28cd5693da6_tn.webp","","-1%","Băng đô hình sừng hươu đơn giản dễ thương cho nữ","","18.810","Đã bán 200k+",""
"https://shopee.vn/%C3%94-D%C3%B9-Mini-g%E1%BA%A5p-g%E1%BB%8Dn-%C4%91%E1%BB%83-t%C3%BAi-ch%E1%BB%91ng-tia-uv-cao-c%E1%BA%A5p-si%C3%AAu-g%E1%BB%8Dn-che-n%E1%BA%AFng-m%C6%B0a-khi-%C4%91i-du-l%E1%BB%8Bch-%C4%91i-h%E1%BB%8Dc-v%C4%83n-ph%C3%B2ng-i.1306654899.24134307288?extraParams=%7B%22display_model_id%22%3A186041434409%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m91gqcr8yd8i32_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-25%","Ô Dù Mini gấp gọn để túi chống tia uv cao cấp, siêu gọn che nắng mưa khi đi du lịch, đi học, văn phòng","Rẻ Vô Địch","75.000","Đã bán 50k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/K%E1%BA%B9p-t%C3%B3c-Acrylic-m%C3%A0u-s%E1%BA%AFc-%C4%91%C6%A1n-gi%E1%BA%A3n-th%E1%BB%9Di-trang-H%C3%A0n-Qu%E1%BB%91c-i.299276369.4950386746?extraParams=%7B%22display_model_id%22%3A85174906799%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cf8309eeab61545cd42c1c10cbff6fbe_tn.webp","","-50%","Kẹp tóc Acrylic màu sắc đơn giản thời trang Hàn Quốc","","5.400","Đã bán 100k+",""
"https://shopee.vn/Kh%E1%BA%A9u-trang-ch%E1%BB%91ng-tia-UV-ch%E1%BA%A5t-l%E1%BB%A5a-b%C4%83ng-m%E1%BB%81m-m%E1%BB%8Bn-m%C3%A1t-th%C3%B4ng-tho%C3%A1ng-Kh%E1%BA%A9u-trang-v%E1%BA%A3i-ch%E1%BB%91ng-n%E1%BA%AFng-ch%E1%BB%91ng-tia-UV-tuy%E1%BB%87t-%C4%91%E1%BB%91i-i.1255429736.24431589564?extraParams=%7B%22display_model_id%22%3A69428278119%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lx9m6cmxtdcr53_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Khẩu trang chống tia UV chất lụa băng mềm mịn mát thông thoáng - Khẩu trang vải chống nắng chống tia UV tuyệt đối","","27.500","Đã bán 3k+",""
"https://shopee.vn/M%C5%A9-l%C6%B0%E1%BB%A1i-trai-%E2%9D%A4%EF%B8%8F-N%C3%B3n-k%E1%BA%BFt-th%C3%AAu-ch%E1%BB%AF-phong-c%C3%A1ch-Ulzzang-form-unisex-nam-n%E1%BB%AF-N01-i.144949363.17622646036?extraParams=%7B%22display_model_id%22%3A48623283633%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-ltrvh1gvb5zh52_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-50%","Mũ lưỡi trai ❤️ Nón kết thêu chữ phong cách Ulzzang form unisex nam nữ N01","","35.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/D%C3%A2y-chuy%E1%BB%81n-n%C6%B0%CC%83-LAMY-Bow-Necklace-Silver-6019-i.70658682.19821320605?extraParams=%7B%22display_model_id%22%3A107982042704%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m3lvyabilsf5bb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-15%","Dây chuyền nữ LAMY Bow Necklace Silver 6019","Rẻ Vô Địch","229.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/Kh%E1%BA%A9u-trang-ch%E1%BB%91ng-n%E1%BA%AFng-ch%E1%BB%91ng-tia-UV-ch%E1%BA%A5t-l%E1%BB%A5a-b%C4%83ng-m%E1%BB%81m-m%E1%BB%8Bn-m%C3%A1t-th%C3%B4ng-tho%C3%A1ng-(-M%E1%BA%ABu-M%E1%BB%9Bi-Nh%E1%BA%A5t-)-i.515461969.25376936670?extraParams=%7B%22display_model_id%22%3A300156563995%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb39cprr798s31_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Khẩu trang chống nắng chống tia UV chất lụa băng mềm mịn mát thông thoáng ( Mẫu Mới Nhất )","","34.000","Đã bán 1k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/%C3%94-D%C3%B9-Che-M%C6%B0a-%C4%90i-N%E1%BA%AFng-HGHOME-G%E1%BA%A5p-G%E1%BB%8Dn-Th%E1%BB%A7-C%C3%B4ng-Ch%E1%BB%91ng-Tia-UV-Nh%E1%BB%8F-G%E1%BB%8Dn-C%E1%BA%A7m-Tay-Ti%E1%BB%87n-L%E1%BB%A3i-i.500165530.27703934503?extraParams=%7B%22display_model_id%22%3A222944731026%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5heb5rghptva0_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-29%","Ô Dù Che Mưa Đi Nắng HGHOME Gấp Gọn Thủ Công Chống Tia UV, Nhỏ Gọn Cầm Tay Tiện Lợi","","50.000","Đã bán 10k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/D%C3%A2y-Bu%E1%BB%99c-T%C3%B3c-H%E1%BB%8Da-Ti%E1%BA%BFt-Hoa-Th%E1%BB%9Di-Trang-N%E1%BB%AF-T%C3%ADnh-i.309528275.6753556020?extraParams=%7B%22display_model_id%22%3A41092985148%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/6e03ccad7392c91adc1eaaf896a228c6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Dây Buộc Tóc Họa Tiết Hoa Thời Trang Nữ Tính","","6.000","Đã bán 70k+",""
"https://shopee.vn/Ahellogirl-V%C3%B2ng-tay-m%E1%BA%A1-b%E1%BA%A1c-thi%E1%BA%BFt-k%E1%BA%BF-nhi%E1%BB%81u-ki%E1%BB%83u-d%C3%A1ng-th%E1%BB%9Di-trang-xinh-x%E1%BA%AFn-cho-n%E1%BB%AF-i.180772792.5119034704?extraParams=%7B%22display_model_id%22%3A152852003983%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-23020-mt9ic8y2vwnv37_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Ahellogirl Vòng tay mạ bạc thiết kế nhiều kiểu dáng thời trang xinh xắn cho nữ","","12.100","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/B%C4%83ng-%C4%90%C3%B4-C%C3%A0i-T%C3%B3c-%C4%90%C3%ADnh-%C4%90%C3%A1-H%E1%BA%A1t-Ng%E1%BB%8Dc-trai-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-ti%E1%BB%83u-th%C6%B0-i.309528275.6952708187?extraParams=%7B%22display_model_id%22%3A122823632391%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7qukw-lg4h0d2tnfjy91_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-16%","Băng Đô Cài Tóc Đính Đá Hạt Ngọc trai phong cách Hàn Quốc tiểu thư","","12.650","Đã bán 90k+",""
"https://shopee.vn/SAI-MAGIC-TATTOO-Mi%E1%BA%BFng-D%C3%A1n-H%C3%ACnh-X%C4%83m-T%E1%BA%A1m-Th%E1%BB%9Di-Ch%E1%BB%91ng-Th%E1%BA%A5m-N%C6%B0%E1%BB%9Bc-L%C3%A2u-Tr%C3%B4i-2-Tu%E1%BA%A7n-50-M%E1%BA%ABu-D%E1%BB%85-Th%E1%BB%B1c-Hi%E1%BB%87n-An-To%C3%A0n-Hi%E1%BB%87u-Qu%E1%BA%A3-Nh%C6%B0-Th%E1%BA%ADt-i.325855274.9715447079?extraParams=%7B%22display_model_id%22%3A121502729728%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mibgxzwq11j5ef_tn.webp","","-48%","SAI MAGIC TATTOO Miếng Dán Hình Xăm Tạm Thời Chống Thấm Nước Lâu Trôi 2 Tuần 50 Mẫu Dễ Thực Hiện An Toàn Hiệu Quả Như Thật","Rẻ Vô Địch","13.060","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/Kim-X%E1%BB%8F-Khuy%C3%AAn-c%C3%A1c-c%E1%BB%A1-t%E1%BB%AB-nh%E1%BB%8F-%C4%91%E1%BA%BFn-l%E1%BB%9Bn-_L%C6%AFU-%C3%9D-s%E1%BA%A3n-ph%E1%BA%A9m-m%E1%BB%97i-kim-KH%C3%94NG-t%E1%BA%B7ng-khuy%C3%AAn-20G-18G-17G-16G-15G-14G-13G-12G-(1-chi%E1%BA%BFc)-i.10091235.1366485396?extraParams=%7B%22display_model_id%22%3A34562072899%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-loy120v7k0ni23_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Kim Xỏ Khuyên các cỡ từ nhỏ đến lớn _LƯU Ý: sản phẩm mỗi kim KHÔNG tặng khuyên 20G-18G-17G-16G-15G-14G-13G-12G (1 chiếc)","","9.900","Đã bán 100k+",""
"https://shopee.vn/M%C5%A9-bucket-l%C3%B4ng-c%E1%BB%ABu-hot-hit-i.8458890.7258830664?extraParams=%7B%22display_model_id%22%3A99045803734%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134211-23020-4xt1k8xboynv98_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-24%","Mũ bucket lông cừu hot hit","","42.000","Đã bán 70k+",""
"https://shopee.vn/V%C3%B2ng-108-h%E1%BA%A1t-g%E1%BB%97-B%C3%A1ch-Xanh-M%E1%BB%99c-Ch%C3%A2u-th%C6%A1m-ng%E1%BB%8Dt-theo-th%E1%BB%9Di-gian-phong-c%C3%A1ch-thanh-l%E1%BB%8Bch-d%C3%A0nh-cho-nam-n%E1%BB%AF-i.33031607.25381619305?extraParams=%7B%22display_model_id%22%3A217554428242%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzsrzhtvqv1dd9_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Vòng 108 hạt gỗ Bách Xanh Mộc Châu thơm ngọt theo thời gian phong cách thanh lịch dành cho nam nữ","","19.000","Đã bán 671",""
"https://shopee.vn/N%C6%B0%E1%BB%9Bc-r%E1%BB%ADa-trang-s%E1%BB%A9c-b%E1%BA%A1c-30ml-Miuu-Silver-dung-d%E1%BB%8Bch-l%C3%A0m-s%C3%A1ng-trang-s%E1%BB%A9c-b%E1%BA%A1c-si%C3%AAu-t%E1%BB%91c-i.172288895.16995661588?extraParams=%7B%22display_model_id%22%3A281917672660%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lkg9aypiwdrcf2_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs40liesmpza4","-46%","Nước rửa trang sức bạc 30ml Miuu Silver, dung dịch làm sáng trang sức bạc siêu tốc","","35.000","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/%C3%94-Mini-G%E1%BA%A5p-G%E1%BB%8Dn-DiDOOGLT-D%C3%B9-Che-M%C6%B0a-Ch%E1%BB%91ng-Tia-UV-G%E1%BA%A5p-G%E1%BB%8Dn-C%C3%B3-T%C3%BAi-Kho%C3%A1-Nh%E1%BB%8F-G%E1%BB%8Dn-Ti%E1%BB%87n-L%E1%BB%A3i-i.1360201651.25836460926?extraParams=%7B%22display_model_id%22%3A266176347759%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mdgz3cmqz6zz61_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-30%","Ô Mini Gấp Gọn DiDOOGLT - Dù Che Mưa Chống Tia UV Gấp Gọn Có Túi Khoá Nhỏ Gọn Tiện Lợi","","55.000","Đã bán 6k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/Ahellogirl-B%C3%B4ng-tai-m%E1%BA%A1-b%E1%BA%A1c-925-nhi%E1%BB%81u-ki%E1%BB%83u-d%C3%A1ng-gi%E1%BA%A3n-%C4%91%C6%A1n-phong-c%C3%A1ch-H%C3%A0n-thanh-l%E1%BB%8Bch-d%C3%A0nh-cho-n%E1%BB%AF-i.180772792.10976151312?extraParams=%7B%22display_model_id%22%3A191517707547%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-m3h5026fc2uw27_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","Ahellogirl Bông tai mạ bạc 925 nhiều kiểu dáng giản đơn phong cách Hàn thanh lịch dành cho nữ","Rẻ Vô Địch","6.700","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/%F0%9F%8C%A0By%F0%9F%8C%A0T%C3%B3c-Gi%E1%BA%A3-K%E1%BA%B9p-d%C3%A0i-th%E1%BA%B3ng-xo%C4%83n-High-light-60cm-T%C3%B3c-N%E1%BB%91i-Gi%E1%BA%A3-D%E1%BA%A1ng-Th%E1%BA%B3ng-Nhu%E1%BB%99m-Ombre-Phong-C%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-i.889706868.20480805903?extraParams=%7B%22display_model_id%22%3A255847288172%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7qvdg-lhyhgav53chgb6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","","🌠By🌠Tóc Giả Kẹp dài thẳng xoăn High light 60cm-Tóc Nối Giả Dạng Thẳng Nhuộm Ombre Phong Cách Hàn Quốc","","20.200","Đã bán 70k+",""
"https://shopee.vn/S925-B%E1%BA%A1c-Kim-Zircon-Mini-T%C6%B0%C6%A1i-V%C3%A0-%C4%90%C6%A1n-Gi%E1%BA%A3n-Sinh-Vi%C3%AAn-N%C6%B0%E1%BB%9Bc-Tr%E1%BA%AFng-Kim-C%C6%B0%C6%A1ng-B%C3%B4ng-Tai-Kim-C%C6%B0%C6%A1ng-Kh%E1%BB%8Fa-Th%C3%A2n-Cho-Nam-N%E1%BB%AF-Ph%E1%BB%A5-Ki%E1%BB%87n-Th%E1%BB%9Di-Trang-B%C3%B4ng-Tai-i.1049963803.25718339325?extraParams=%7B%22display_model_id%22%3A157225682328%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7rcdp-lsqot1um0w2t3a_tn.webp","","-50%","S925 Bạc Kim Zircon Mini Tươi Và Đơn Giản Sinh Viên Nước Trắng Kim Cương Bông Tai Kim Cương Khỏa Thân Cho Nam Nữ Phụ Kiện Thời Trang Bông Tai","Rẻ Vô Địch","3.960","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/M%C5%A9-n%E1%BB%93i-m%C5%A9-Beret-h%E1%BB%8Da-ti%E1%BA%BFt-phong-c%C3%A1ch-Nh%E1%BA%ADt-B%E1%BA%A3n-m%C5%A9-m%C3%B9a-%C4%91%C3%B4ng-cho-n%E1%BB%AFwx-%C3%80-i.84967176.23007455890?extraParams=%7B%22display_model_id%22%3A176026803006%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134201-23020-2l1axobqwvnve1_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","","Mũ nồi mũ Beret họa tiết phong cách Nhật Bản, mũ mùa đông cho nữwx À","Rẻ Vô Địch","29.000","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/Kh%E1%BA%A9u-Trang-cotton-Ch%E1%BB%91ng-Tia-UV-Ch%E1%BB%91ng-B%E1%BB%A5i-Tho%C3%A1ng-Kh%C3%AD-Th%E1%BB%9Di-Trang-C%C3%B3-Th%E1%BB%83-T%C3%A1i-S%E1%BB%AD-D%E1%BB%A5ng-i.739720781.16647244865?extraParams=%7B%22display_model_id%22%3A79543839265%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/cn-11134207-7qukw-lhd6jj2yitssf6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-16%","Khẩu Trang cotton Chống Tia UV Chống Bụi Thoáng Khí Thời Trang Có Thể Tái Sử Dụng","","15.120","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3"
"https://shopee.vn/H%C3%A0n-Qu%E1%BB%91c-Tr%C3%B2n-Kim-Lo%E1%BA%A1i-Khung-L%E1%BB%8Dc-K%C3%ADnh-M%C3%A1y-T%C3%ADnh-Cho-Nam-N%E1%BB%AF-Ch%E1%BB%91ng-Tia-UV-Ch%E1%BB%91ng-M%E1%BB%87t-M%E1%BB%8Fi-i.1006220775.17696543878?extraParams=%7B%22display_model_id%22%3A204690995761%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-822x1-mhzwcazsljwh47_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4e4msq1vr2a","-22%","Hàn Quốc Tròn Kim Loại Khung Lọc Kính Máy Tính Cho Nam Nữ Chống Tia UV Chống Mệt Mỏi","","35.450","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3"
"https://shopee.vn/Kh%C4%83n-qu%C3%A0ng-c%E1%BB%95-d%E1%BB%87t-kim-%E1%BA%A5m-%C3%A1p-h%E1%BB%8Da-ti%E1%BA%BFt-k%E1%BA%BB-s%E1%BB%8Dc-d%E1%BB%85-ph%E1%BB%91i-%C4%91%E1%BB%93-cho-nam-n%E1%BB%AF-K62-i.769085.24707383864?extraParams=%7B%22display_model_id%22%3A415254695473%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lz5rfir2dggxe6_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-23%","Khăn quàng cổ dệt kim ấm áp họa tiết kẻ sọc dễ phối đồ cho nam nữ K62","","49.999","Đã bán 70k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/B%C3%B4ng-tai-n%E1%BB%AF-%C4%91%C3%ADnh-%C4%91%C3%A1-cao-c%E1%BA%A5p-phong-c%C3%A1ch-hi%E1%BB%87n-%C4%91%E1%BA%A1i-sang-tr%E1%BB%8Dng-%C4%91i-ti%E1%BB%87c-Mely-731-i.1270348.1811573585?extraParams=%7B%22display_model_id%22%3A213203854865%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-23010-5q9v250e45lv04_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-2%","Bông tai nữ đính đá cao cấp phong cách hiện đại sang trọng đi tiệc Mely 731","","64.000","Đã bán 90k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/M%E1%BA%AFt-k%C3%ADnh-g%E1%BB%8Dng-tr%C3%B2n-ch%E1%BB%91ng-%C3%A1nh-s%C3%A1ng-xanh-th%E1%BB%9Di-trang-H%C3%A0n-Qu%E1%BB%91c-i.282012610.10821688545?extraParams=%7B%22display_model_id%22%3A46662041617%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/1bced409f784aef3440f164df16f58fd_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-32%","Mắt kính gọng tròn chống ánh sáng xanh thời trang Hàn Quốc","Rẻ Vô Địch","53.813","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/10-%C4%91%C3%B4i-T%E1%BA%A5t-da-ch%C3%A2n-t%E1%BA%A5t-gi%E1%BA%A5y-m%E1%BB%8Fng-dai-si%C3%AAu-m%E1%BB%81m-m%E1%BA%A1i-T%E1%BA%A5t-da-nhi%E1%BB%81u-m%E1%BA%ABu-ch%E1%BB%91ng-n%E1%BA%AFng-ch%E1%BB%91ng-tr%C6%A1n-gi%E1%BB%AF-%E1%BA%A5m-ch%C3%A2n-lo%E1%BA%A1i-%C4%91%E1%BA%B9p-HA1688.-i.397807556.20745489736?extraParams=%7B%22display_model_id%22%3A59069677867%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgcf1tf1kow9d4_tn.webp","","-2%","10 đôi Tất da chân tất giấy mỏng dai,siêu mềm mại, Tất da nhiều mẫu chống nắng,chống trơn, giữ ấm chân loại đẹp HA1688.","Rẻ Vô Địch","27.440","Đã bán 200k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/K%C3%8DNH-CH%E1%BB%90NG-B%E1%BB%A4I-%C4%90I-%C4%90%C6%AF%E1%BB%9CNG-DOKCRAZY-FOGLY-C%E1%BA%A2N-GI%C3%93-CHO-NG%C6%AF%E1%BB%9CI-%C4%90I-XE-%C4%90%E1%BA%A0P-XE-M%C3%81Y-CH%E1%BB%90NG-UV400-CH%E1%BB%90NG-M%E1%BB%9C-H%C6%A0I-UNISEX-i.257024829.19863212321?extraParams=%7B%22display_model_id%22%3A292197196139%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj6kfavan56sdb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-42%","KÍNH CHỐNG BỤI ĐI ĐƯỜNG DOKCRAZY FOGLY CẢN GIÓ, CHO NGƯỜI ĐI XE ĐẠP, XE MÁY, CHỐNG UV400, CHỐNG MỜ HƠI, UNISEX","Rẻ Vô Địch","58.000","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mfjl4hy7rsi3b3"
"https://shopee.vn/S%C3%A9t-5-Qu%E1%BA%A7n-t%E1%BA%A5t-gi%E1%BA%A5y-da-n%E1%BB%AF-Magic-5D-si%C3%AAu-m%E1%BB%8Fng-trong-su%E1%BB%91t-t%C3%A0ng-h%C3%ACnh-Magic-M210--i.125581229.13646738544?extraParams=%7B%22display_model_id%22%3A405373418235%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/35e4c836c6810c624d4a4330b961cb49_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs43i801g5c06","-35%","Sét 5 Quần tất giấy da nữ Magic 5D siêu mỏng trong suốt tàng hình Magic  { M210 }","","25.900","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3m8mjjmape6"
"https://shopee.vn/B%C3%B4ng-tai-ki%E1%BB%83u-m%E1%BA%A1-b%E1%BA%A1c-S925-nh%E1%BB%8F-g%E1%BB%8Dn-c%C3%A1-t%C3%ADnh-khuy%C3%AAn-tai-n%E1%BB%AF-th%E1%BB%9Di-trang-nhi%E1%BB%81u-ki%E1%BB%83u-d%C3%A1ng-i.98232579.4549793971?extraParams=%7B%22display_model_id%22%3A227607581335%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lxzkhvtwpgbdfb_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-1%","Bông tai kiểu mạ bạc S925 nhỏ gọn cá tính khuyên tai nữ thời trang nhiều kiểu dáng","","7.900","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
"https://shopee.vn/PAPAOZHU-H%C3%ACnh-X%C4%83m-D%C3%A1n-T%E1%BA%A1m-Th%E1%BB%9Di-Ch%E1%BB%91ng-N%C6%B0%E1%BB%9Bc-L%C3%A2u-Tr%C3%B4i-H%C3%ACnh-M%E1%BA%B7t-Tr%C4%83ng-Ng%C3%B4i-Sao-C%C3%A1-T%C3%ADnh-Cho-Nam-V%C3%A0-N%E1%BB%AF-Paozhu-Ins-i.255856218.22038189687?extraParams=%7B%22display_model_id%22%3A240636089181%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/sg-11134201-7qvfe-lhnacgpoi42x40_tn.webp","https://down-vn.img.susercontent.com/file/vn-11134258-820l4-mjs4bplg1ouf81","-28%","PAPAOZHU Hình Xăm Dán Tạm Thời Chống Nước Lâu Trôi Hình Mặt Trăng Ngôi Sao Cá Tính Cho Nam Và Nữ Paozhu Ins","Rẻ Vô Địch","12.959","Đã bán 100k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3kdam2qw17d"
"https://shopee.vn/N%C6%A1-b%C3%AA-l%E1%BB%85-n%C6%A1-b%C3%AA-tr%C3%A1p-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-chu%E1%BA%A9n-h%C3%A0ng-tp-hcm-s%E1%BA%A3n-xu%E1%BA%A5t-chuy%C3%AAn-d%C3%B9ng-cho-c%C3%A1c-ti%E1%BB%87m-%C3%A1o-c%C6%B0%E1%BB%9Bi-i.24341415.1711042212?extraParams=%7B%22display_model_id%22%3A227984406914%2C%22model_selection_logic%22%3A3%7D","https://down-vn.img.susercontent.com/file/8612ac2f8edd977fb358f9f79868d381_tn.webp","","","Nơ bê lễ - nơ bê tráp chất lượng chuẩn hàng tp hcm sản xuất chuyên dùng cho các tiệm áo cưới","","11.900","Đã bán 80k+","https://down-vn.img.susercontent.com/file/vn-11134258-7r98o-lyb3l2w2maml9a"
